Age,Experience,Education,Hours,Department,Salary,HighSalary
23,2,16,49,IT,69761,0
32,8,18,60,Sales,103710,1
59,16,16,40,Finance,118361,1
32,6,18,39,HR,88437,1
22,1,12,56,HR,60999,0
42,17,16,44,Sales,125401,1
43,14,16,41,Finance,108591,1
50,17,16,41,Finance,124837,1
25,3,16,44,IT,71280,0
29,6,18,44,HR,89400,1
41,20,18,59,HR,139579,1
31,9,12,49,HR,86682,1
25,1,12,40,Sales,61570,0
55,1,18,58,Finance,78352,0
47,4,14,36,IT,77121,0
22,0,16,42,Sales,65580,0
44,0,18,59,IT,69014,0
51,21,12,54,Sales,137500,1
53,3,16,49,HR,76125,0
59,5,12,55,IT,75586,0
50,22,14,55,Finance,138619,1
57,18,16,52,Finance,134169,1
48,10,14,39,Sales,97052,1
51,12,14,59,HR,111025,1
31,7,14,38,Sales,82145,1
43,6,18,44,IT,92977,1
22,0,12,53,Finance,59388,0
60,0,16,48,Finance,64535,0
47,5,18,57,Finance,90110,1
55,6,12,58,Finance,83946,1
22,1,18,47,IT,69736,0
59,26,12,44,Finance,149408,1
57,14,16,56,Sales,114551,1
41,19,16,40,Finance,130461,1
25,1,16,47,IT,71144,0
41,15,16,55,HR,124481,1
49,16,12,45,HR,118198,1
40,14,18,56,Finance,124387,1
58,34,16,59,HR,193230,1
40,3,16,49,IT,78700,0
45,11,16,36,Finance,101273,1
22,0,14,60,IT,68141,0
52,16,16,49,HR,118451,1
46,5,16,53,HR,83989,1
26,1,12,51,Finance,58548,0
23,1,14,54,HR,63064,0
53,26,12,52,Finance,145866,1
21,0,18,40,Finance,66821,0
25,1,14,49,Sales,65434,0
33,5,12,51,Sales,81180,1
39,5,12,58,Sales,79813,0
32,3,18,60,IT,86309,1
45,14,18,56,HR,119977,1
55,3,16,43,HR,73620,0
32,8,16,46,Sales,94329,1
50,15,14,56,Finance,113002,1
25,2,14,60,Finance,77890,0
54,25,18,57,Finance,155800,1
42,1,14,39,Finance,60213,0
59,27,16,48,IT,159441,1
33,9,18,58,HR,107055,1
23,0,12,42,Sales,55105,0
40,17,18,60,IT,132659,1
51,29,14,59,HR,169280,1
25,2,16,56,IT,77483,0
44,12,16,51,Finance,110953,1
60,23,12,43,IT,142303,1
53,28,12,37,IT,158021,1
28,7,18,59,Finance,93268,1
44,21,16,41,Finance,137172,1
40,4,12,46,Sales,76101,0
36,2,12,37,Sales,63420,0
32,2,18,43,HR,73918,0
33,6,18,48,Sales,89053,1
59,12,16,57,Sales,114632,1
45,4,14,57,HR,82712,1
52,11,14,57,IT,100875,1
44,13,16,52,IT,110018,1
29,5,14,45,IT,74472,0
60,21,16,38,Finance,135321,1
43,8,16,60,HR,98929,1
33,0,12,42,IT,57365,0
52,7,14,52,Sales,85187,1
35,9,16,47,Sales,100417,1
56,4,14,38,Sales,76585,0
25,4,14,44,HR,78647,0
42,21,18,42,HR,140969,1
36,5,14,46,Sales,80016,1
30,0,16,53,Finance,72535,0
44,2,12,46,Finance,67796,0
38,5,14,56,IT,86030,1
38,13,16,36,IT,106687,1
27,6,18,58,IT,90257,1
24,1,14,42,IT,59231,0
46,10,12,47,IT,93822,1
25,2,14,35,HR,63415,0
36,8,16,37,HR,88686,1
55,5,14,36,Finance,74674,0
46,0,14,57,Finance,62131,0
38,15,18,57,HR,122525,1
49,19,14,54,Finance,127701,1
43,14,12,42,Sales,104977,1
34,1,14,37,Finance,64235,0
35,0,18,59,Sales,76066,0
53,2,16,55,Sales,75994,0
45,2,14,49,IT,65365,0
41,4,14,36,Finance,74498,0
37,16,18,59,Sales,130141,1
43,22,18,51,Finance,144946,1
37,16,18,58,Finance,128907,1
34,3,14,40,HR,71099,0
49,5,12,35,HR,68163,0
40,0,18,38,IT,65325,0
50,6,16,53,Finance,90733,1
39,14,14,41,HR,111971,1
59,38,16,57,Sales,202152,1
33,2,16,56,Sales,76713,0
38,10,12,48,IT,97416,1
43,22,16,60,Sales,150924,1
53,13,18,48,Finance,115386,1
59,12,18,44,Sales,113511,1
60,19,14,58,IT,133779,1
38,8,12,41,IT,89079,1
29,8,12,50,Sales,82026,1
53,11,16,38,Finance,104811,1
52,9,12,41,HR,85470,1
37,5,16,49,Finance,84827,1
39,17,16,51,Finance,122683,1
47,1,12,37,Finance,59510,0
26,2,14,50,Sales,65126,0
55,18,16,36,HR,122279,1
57,5,18,41,Finance,89310,1
54,1,18,59,HR,74688,0
40,14,12,50,IT,103340,1
45,16,12,55,HR,116373,1
24,3,16,43,Sales,77256,0
30,4,16,46,IT,80901,1
30,7,18,58,IT,94505,1
44,9,16,35,Finance,94277,1
41,9,18,48,HR,102736,1
31,1,16,45,IT,66408,0
47,9,14,52,IT,92939,1
36,8,14,56,HR,88908,1
46,23,18,39,HR,147654,1
50,18,14,49,IT,127570,1
36,0,14,41,IT,62854,0
27,3,12,59,HR,74614,0
36,7,16,48,Sales,87825,1
55,2,12,54,HR,68294,0
36,9,18,42,Sales,102733,1
60,11,12,38,IT,98170,1
32,1,18,37,Finance,70000,0
55,22,14,46,HR,135776,1
41,19,12,52,IT,125729,1
56,5,14,58,IT,79982,0
37,1,16,49,Finance,74555,0
52,9,14,45,HR,97206,1
26,1,16,58,IT,71344,0
44,8,14,45,Sales,85258,1
47,26,12,46,Finance,146894,1
40,9,12,53,Sales,90779,1
45,1,14,51,HR,61912,0
22,1,18,40,Sales,68920,0
29,7,18,55,Finance,97283,1
48,16,16,42,IT,116421,1
58,16,16,49,Finance,121339,1
23,0,14,56,IT,65564,0
40,3,12,54,IT,67519,0
26,1,16,60,Sales,68776,0
59,11,14,44,Finance,104158,1
53,30,16,49,Finance,173331,1
21,0,12,46,IT,60811,0
57,8,16,45,Finance,88775,1
26,4,14,52,HR,78933,0
54,18,16,58,HR,136922,1
35,13,18,39,Sales,110093,1
46,13,16,46,Sales,106892,1
34,13,12,58,Finance,103287,1
27,0,12,39,Sales,54695,0
51,1,12,56,Finance,66393,0
44,7,12,44,Sales,81772,1
51,4,14,48,HR,81126,1
49,26,16,50,IT,158133,1
52,6,16,39,IT,86399,1
37,15,16,45,HR,122255,1
34,0,16,53,IT,66005,0
60,26,14,60,Finance,158890,1
56,6,12,42,Finance,78505,0
44,19,16,53,HR,131303,1
47,7,16,54,HR,91061,1
45,7,12,56,HR,89346,1
52,22,18,52,HR,146598,1
38,10,18,57,IT,104441,1
38,14,12,55,IT,106361,1
57,17,16,46,IT,122755,1
46,5,12,60,Finance,78292,0
29,5,16,47,Sales,84464,1
55,11,16,55,Finance,108991,1
28,6,18,55,Sales,94396,1
40,5,18,52,HR,85408,1
42,17,16,49,HR,129331,1
39,8,16,49,IT,97789,1
50,7,16,46,IT,93097,1
48,13,18,60,Sales,124393,1
55,18,16,43,Sales,126113,1
31,2,12,53,IT,70338,0
51,7,14,46,HR,83524,1
59,33,14,57,IT,178458,1
56,3,16,39,HR,70567,0
50,5,12,60,HR,79644,0
43,2,16,60,Finance,72702,0
39,2,12,55,Finance,64050,0
32,2,18,54,Sales,80871,1
35,10,18,44,HR,100533,1
51,28,16,56,IT,163598,1
57,9,18,41,HR,98255,1
57,11,16,57,Sales,105965,1
35,13,14,45,HR,110855,1
49,27,12,42,HR,148727,1
46,17,12,55,Sales,117084,1
22,1,14,41,HR,63773,0
40,8,14,50,Finance,88149,1
35,14,14,50,Sales,110426,1
24,3,14,48,Finance,74508,0
42,2,18,49,Sales,79537,0
58,22,12,54,HR,132679,1
43,10,12,43,Finance,90630,1
46,9,14,50,Finance,95859,1
31,1,16,50,IT,72642,0
48,3,16,39,Finance,70550,0
22,1,16,37,Finance,70491,0
28,4,16,55,HR,80147,1
49,28,18,59,Finance,172066,1
31,5,12,47,Finance,75708,0
57,12,12,42,Finance,95321,1
38,4,12,51,HR,71459,0
34,3,16,39,Sales,69533,0
30,7,14,40,HR,88355,1
55,12,16,60,Finance,115970,1
29,7,12,36,Sales,75523,0
55,14,16,56,HR,116254,1
31,2,14,48,HR,70277,0
32,0,14,59,Sales,67059,0
23,1,16,38,IT,71032,0
59,33,12,37,Finance,168233,1
34,1,18,43,IT,74215,0
48,18,12,52,Finance,122974,1
31,7,18,46,Finance,90316,1
59,2,12,43,IT,63433,0
45,22,16,60,IT,142005,1
41,13,18,52,Finance,116087,1
30,9,12,47,Sales,91319,1
35,8,16,48,Sales,93192,1
39,7,12,44,IT,85404,1
42,16,14,37,IT,115064,1
41,15,14,41,HR,108774,1
52,9,12,52,Sales,95268,1
43,20,16,50,Sales,134733,1
33,9,12,51,Finance,86420,1
25,0,16,59,HR,72295,0
24,0,18,40,Finance,71785,0
48,23,14,59,HR,150811,1
34,5,18,46,Sales,88152,1
28,5,16,53,Finance,89214,1
29,0,12,37,HR,57403,0
55,3,14,60,Finance,76029,0
57,3,16,37,HR,72519,0
41,1,16,52,IT,74609,0
38,10,14,45,Finance,94082,1
53,20,12,40,IT,122524,1
28,4,14,53,HR,80126,1
37,15,12,39,Finance,104092,1
51,20,12,47,HR,131919,1
54,3,16,39,HR,74523,0
26,0,12,60,IT,60021,0
42,18,12,37,Finance,114554,1
34,1,14,53,Sales,62952,0
23,0,14,51,HR,58975,0
32,6,12,56,IT,84560,1
56,17,16,37,Sales,127385,1
32,8,14,49,IT,90097,1
22,1,18,51,IT,73064,0
22,0,16,47,IT,66093,0
35,10,14,48,HR,101207,1
43,3,14,60,Sales,75727,0
49,9,18,50,HR,107323,1
37,2,12,59,HR,68989,0
52,5,14,45,Finance,83136,1
27,2,18,51,Sales,78280,0
50,26,18,39,Finance,161514,1
48,8,14,55,IT,93166,1
34,2,16,49,Sales,76347,0
50,17,14,52,Sales,125471,1
37,7,18,50,HR,99162,1
52,21,14,48,IT,132855,1
26,4,16,48,HR,77796,0
44,6,12,47,Finance,76190,0
26,2,12,35,IT,59323,0
47,7,14,40,HR,82029,1
38,9,14,57,HR,99144,1
44,16,18,45,HR,124673,1
57,0,16,45,IT,69751,0
44,12,18,59,Finance,117659,1
58,28,18,50,Sales,172838,1
54,12,12,58,HR,107945,1
60,28,18,60,IT,175955,1
35,8,18,37,Sales,92426,1
31,9,12,59,HR,88658,1
42,5,12,51,IT,80683,1
44,4,16,56,Finance,80372,1
21,0,16,48,HR,67340,0
38,1,16,60,IT,71039,0
32,10,14,36,HR,92969,1
48,8,12,60,IT,94010,1
60,37,14,59,Finance,196273,1
27,0,14,43,Finance,64610,0
43,8,16,42,IT,92070,1
41,7,12,45,Sales,84473,1
54,2,14,41,Finance,66291,0
31,2,18,56,HR,83334,1
42,1,18,36,Finance,72108,0
55,31,12,38,HR,165087,1
49,16,14,60,Finance,124608,1
48,15,16,57,Finance,122908,1
38,3,14,48,HR,72431,0
34,1,18,47,Finance,73726,0
38,13,18,56,HR,113743,1
48,1,16,59,HR,71904,0
44,12,12,47,Finance,97000,1
28,2,14,47,Finance,73809,0
28,2,18,39,HR,71256,0
24,0,14,46,IT,65089,0
47,19,16,40,Finance,126544,1
56,16,16,60,Sales,129659,1
25,0,12,56,Finance,64345,0
53,19,16,48,IT,127971,1
54,4,12,42,IT,75167,0
50,6,14,58,Finance,82475,1
28,1,18,56,Finance,80737,1
59,10,18,42,Sales,107815,1
46,17,12,41,Finance,119981,1
57,26,18,51,IT,161855,1
54,25,12,55,Sales,148286,1
27,4,12,45,Finance,70962,0
60,27,14,60,Sales,159221,1
48,17,14,44,Sales,118807,1
59,1,16,47,IT,69302,0
59,19,12,44,IT,121275,1
48,3,14,55,HR,73046,0
34,12,12,60,IT,99748,1
58,23,12,48,HR,135599,1
24,0,12,43,IT,60693,0
38,15,14,41,IT,112515,1
45,5,12,41,HR,77246,0
27,1,12,60,HR,63224,0
58,28,16,52,HR,165919,1
48,25,12,50,Sales,142335,1
25,3,16,42,HR,71950,0
23,1,12,50,Sales,62264,0
51,30,16,53,Sales,171002,1
40,8,14,49,HR,89349,1
39,17,14,59,HR,126944,1
31,0,18,49,HR,68233,0
60,7,12,40,IT,77806,0
23,1,18,43,IT,67893,0
43,14,18,49,HR,124022,1
27,0,16,59,Finance,70400,0
43,16,14,41,HR,118233,1
27,6,12,60,Finance,82040,1
54,1,12,42,IT,56876,0
39,5,16,52,IT,81967,1
29,4,18,55,Finance,84234,1
38,16,16,50,IT,121331,1
45,1,18,49,HR,72640,0
34,1,12,37,Finance,53809,0
45,9,16,35,Finance,97106,1
39,9,18,47,Sales,101708,1
59,37,16,56,IT,196029,1
35,10,14,46,Finance,99922,1
36,11,16,43,Finance,103170,1
47,16,12,36,Finance,110000,1
60,12,16,43,IT,105661,1
30,3,12,42,Finance,71439,0
24,3,12,59,Finance,74143,0
39,15,16,39,HR,120682,1
48,9,16,47,HR,95714,1
41,20,16,36,Sales,130500,1
34,1,14,44,Finance,66394,0
53,30,14,60,IT,174865,1
30,6,18,40,Sales,90759,1
39,6,16,41,Sales,89248,1
50,5,18,37,Sales,84784,1
42,0,18,48,Finance,69696,0
23,0,12,50,Sales,62048,0
57,11,18,40,IT,105837,1
38,8,16,56,HR,101479,1
31,9,14,42,HR,96259,1
22,0,18,35,Finance,64512,0
32,1,18,54,IT,73052,0
26,0,14,49,IT,62109,0
60,9,18,51,IT,104421,1
49,11,16,58,Finance,105743,1
50,14,18,52,IT,116482,1
22,0,12,58,HR,56897,0
29,3,18,37,IT,78814,0
22,1,12,58,IT,61805,0
49,22,14,40,Finance,133540,1
53,0,14,51,Sales,65489,0
30,9,18,57,Sales,101598,1
54,33,18,47,Finance,181932,1
28,6,14,57,Finance,84466,1
57,16,12,56,Finance,121564,1
53,32,14,51,Finance,177529,1
26,3,14,55,IT,75340,0
60,20,12,50,IT,131526,1
39,13,14,51,Sales,107254,1
52,3,18,35,Finance,75816,0
47,4,18,50,Finance,85637,1
21,0,14,40,IT,56360,0
53,32,18,42,Finance,181905,1
60,0,16,35,HR,63474,0
52,20,14,36,IT,124363,1
25,4,16,49,HR,82001,1
37,1,14,39,IT,64356,0
28,0,14,58,IT,61133,0
54,4,16,54,IT,86144,1
29,8,14,49,Sales,90874,1
43,18,18,55,Sales,133474,1
55,12,16,44,IT,108914,1
27,3,14,39,IT,69186,0
35,4,18,37,IT,81929,1
40,1,16,40,IT,64285,0
45,3,16,55,Finance,76633,0
23,2,18,49,Finance,79780,0
44,17,14,52,Finance,120192,1
54,9,14,48,Sales,96714,1
42,12,16,44,HR,112197,1
31,1,12,38,IT,61335,0
28,1,14,45,Finance,61248,0
59,14,14,54,Finance,116607,1
55,9,18,41,Finance,98745,1
58,21,12,49,IT,128925,1
28,7,12,57,IT,83301,1
57,24,16,43,HR,153292,1
47,14,18,49,Sales,116240,1
48,12,18,60,HR,116842,1
60,7,14,46,IT,86102,1
54,20,16,52,HR,133112,1
52,20,14,40,Finance,132271,1
35,5,12,52,HR,80273,1
37,13,18,59,Finance,120288,1
53,32,16,52,HR,175402,1
36,12,14,56,Finance,107188,1
49,26,14,58,HR,158939,1
29,7,12,40,Sales,82576,1
53,21,18,49,HR,140101,1
49,8,12,53,IT,89776,1
33,12,14,39,IT,100858,1
41,2,18,38,Finance,71188,0
41,17,18,51,IT,130400,1
25,1,12,55,Finance,60699,0
30,4,18,44,Sales,84878,1
26,2,12,46,IT,65549,0
33,8,18,39,IT,100100,1
21,0,18,41,Finance,66293,0
40,5,16,46,Sales,79894,0
28,5,18,57,Sales,89041,1
30,7,14,36,HR,80138,1
29,7,16,54,Finance,95608,1
23,2,12,51,Finance,64202,0
31,4,14,47,Sales,78505,0
32,1,12,39,Finance,61247,0
30,9,12,39,IT,84539,1
45,20,14,54,IT,133721,1
45,11,12,60,IT,100428,1
31,6,16,46,Finance,82299,1
56,27,14,46,HR,154927,1
59,38,12,41,HR,193336,1
46,10,12,40,Sales,95252,1
34,12,18,44,Finance,111845,1
59,14,18,53,Sales,118581,1
60,17,12,50,Finance,123112,1
21,0,14,36,HR,62741,0
24,2,16,38,IT,74637,0
50,5,12,43,Finance,73990,0
32,6,12,60,HR,81474,1
55,10,12,39,HR,86926,1
33,7,18,35,HR,88973,1
51,19,14,45,IT,128045,1
58,32,12,53,HR,176461,1
43,7,18,59,Sales,94238,1
24,3,12,57,HR,68387,0
36,2,12,37,HR,66944,0
27,2,14,35,Finance,65215,0
42,4,18,38,Finance,81122,1
49,2,16,43,Finance,75511,0
31,4,14,50,HR,74897,0
53,23,16,41,HR,144384,1
49,16,18,39,Sales,125019,1
59,17,18,47,IT,127902,1
32,1,16,45,HR,64795,0
27,3,18,48,IT,81337,1
59,15,14,56,HR,115109,1
46,3,12,51,IT,65266,0
60,24,16,57,Finance,157646,1
29,1,12,46,HR,56572,0
54,27,16,55,Sales,164308,1
33,10,12,57,IT,94589,1
56,12,12,55,Finance,101151,1
45,24,14,55,Sales,150635,1
44,6,12,53,Finance,76855,0
37,9,16,39,HR,95586,1
22,1,12,58,Sales,67797,0
33,0,18,42,IT,67009,0
51,28,12,36,IT,149719,1
49,20,12,51,Sales,127232,1
48,24,18,36,IT,153575,1
47,3,18,57,Finance,86979,1
35,1,16,37,Sales,61807,0
51,5,18,58,IT,85973,1
60,1,18,54,Finance,78743,0
35,2,16,60,IT,76768,0
53,7,16,60,Finance,97061,1
40,15,12,58,HR,118141,1
32,2,14,52,Finance,70569,0
57,5,16,49,IT,86904,1
29,2,18,39,Finance,75589,0
43,15,12,56,IT,116319,1
28,0,18,51,Sales,75006,0
52,11,16,48,Sales,105819,1
34,13,14,35,HR,99279,1
47,13,12,48,Finance,103755,1
45,18,16,43,HR,131647,1
33,5,16,39,Sales,81352,1
41,18,18,38,Finance,132861,1
51,8,14,35,Finance,89291,1
57,6,16,37,HR,79390,0
25,4,18,54,HR,86080,1
33,1,12,45,Finance,63983,0
48,8,18,50,Finance,101723,1
45,20,12,45,Finance,130468,1
55,6,18,55,HR,90122,1
59,8,14,44,IT,87751,1
27,3,18,46,Sales,79478,0
58,24,14,39,Sales,141975,1
52,16,14,44,HR,117457,1
23,1,12,58,Finance,68174,0
59,17,18,47,Sales,128595,1
57,20,18,53,Sales,142706,1
42,14,18,41,Sales,121139,1
28,7,14,50,Sales,89262,1
37,2,16,40,Finance,69692,0
47,1,18,44,HR,69457,0
53,3,18,44,Finance,79655,0
37,1,16,60,Finance,74962,0
32,1,12,45,Sales,61964,0
47,1,18,56,Sales,78714,0
28,5,16,44,Finance,84904,1
43,21,18,59,Finance,149048,1
49,6,14,48,Finance,79125,0
40,11,16,49,IT,101307,1
36,5,14,41,Sales,77148,0
37,3,16,47,HR,79686,0
36,2,12,45,HR,66573,0
39,12,14,41,HR,98124,1
28,3,18,45,IT,79602,0
58,20,16,48,IT,141326,1
58,22,18,51,HR,150792,1
49,24,12,50,HR,138350,1
56,30,16,35,HR,167702,1
46,1,12,43,Finance,57573,0
51,7,16,43,Sales,93426,1
32,2,14,44,IT,71094,0
37,8,18,53,IT,99891,1
35,9,14,49,Finance,92202,1
29,3,14,50,IT,71009,0
59,30,14,45,HR,164172,1
32,2,14,58,IT,70842,0
52,9,16,59,Finance,100358,1
45,5,18,51,Sales,87921,1
59,9,16,53,HR,102207,1
38,12,16,47,IT,109337,1
35,8,16,40,HR,94026,1
52,6,14,49,Sales,86841,1
26,3,12,50,IT,71679,0
55,18,14,38,HR,123197,1
54,18,16,42,Finance,122897,1
58,11,14,59,Finance,105280,1
25,4,18,41,Sales,85046,1
38,3,18,51,Sales,84134,1
36,8,14,50,Sales,89938,1
28,3,14,36,IT,72232,0
45,9,12,51,Sales,93725,1
52,20,14,59,IT,132294,1
46,6,14,38,HR,78615,0
42,4,12,60,Finance,80673,1
51,16,14,48,HR,117779,1
30,1,14,42,Finance,62282,0
32,10,14,39,Sales,94145,1
48,14,14,39,HR,111271,1
26,4,14,39,HR,78665,0
40,6,16,39,Sales,81051,1
25,1,14,37,HR,67109,0
43,5,12,40,IT,74113,0
29,1,14,35,Finance,57211,0
49,15,16,42,Sales,113374,1
36,1,12,47,IT,60862,0
42,18,12,54,IT,124167,1
28,0,14,40,Sales,58734,0
40,10,18,52,HR,110977,1
34,3,16,52,Finance,80875,1
59,36,18,50,IT,201066,1
57,22,14,42,HR,138138,1
54,0,16,51,Sales,66802,0
31,2,18,42,Sales,73085,0
60,2,16,49,Finance,75954,0
53,1,14,60,Sales,68870,0
51,23,16,44,Finance,146234,1
54,16,14,35,Sales,116205,1
27,3,18,43,Sales,77798,0
43,17,16,51,IT,128055,1
27,0,12,54,HR,60087,0
45,14,14,59,IT,116145,1
23,1,16,35,Finance,69327,0
58,26,12,43,IT,143232,1
40,4,12,48,Sales,76618,0
54,31,12,58,Sales,168133,1
50,27,12,39,HR,146735,1
37,12,14,40,Finance,99124,1
30,2,16,39,Sales,67932,0
55,27,12,38,HR,148857,1
40,9,16,50,HR,101147,1
38,13,16,50,Sales,112782,1
47,21,18,44,Sales,142840,1
56,25,16,48,Finance,156644,1
43,11,14,47,HR,101297,1
52,10,14,38,HR,90352,1
30,6,12,48,HR,77769,0
31,6,16,60,Finance,92442,1
58,16,14,58,HR,122953,1
26,1,14,58,IT,70730,0
54,6,14,43,IT,77064,0
56,19,12,37,HR,123849,1
57,10,14,44,IT,93905,1
37,11,16,49,IT,110131,1
60,15,14,58,Finance,113003,1
60,26,14,53,HR,157197,1
32,2,12,36,Finance,61491,0
41,10,16,36,HR,97015,1
60,15,14,43,Sales,114802,1
39,11,16,38,IT,98027,1
23,2,16,39,Finance,66063,0
38,7,14,36,Finance,88061,1
39,2,12,59,Sales,71761,0
26,1,16,41,Sales,63168,0
36,11,18,53,IT,109349,1
28,5,14,40,IT,77553,0
38,15,16,57,HR,122463,1
59,23,16,50,HR,147804,1
32,1,16,48,Sales,71437,0
30,3,14,46,IT,74811,0
27,1,18,40,IT,71850,0
21,0,16,60,Sales,67092,0
56,13,16,60,Sales,120207,1
41,17,12,56,Finance,115894,1
57,1,14,47,Sales,62045,0
44,0,14,49,Finance,61322,0
45,19,16,58,HR,131665,1
27,1,12,48,Sales,62940,0
37,8,16,42,Sales,97132,1
49,8,16,55,Sales,101278,1
50,15,14,54,Finance,118136,1
27,2,12,45,Sales,64131,0
53,26,16,55,Sales,163325,1
27,6,14,43,IT,83509,1
44,5,16,46,IT,84492,1
31,2,16,60,IT,80153,1
29,6,12,40,Sales,76756,0
32,0,12,53,IT,63550,0
55,19,12,37,HR,123440,1
24,1,16,35,IT,67905,0
56,5,18,49,Sales,93072,1
48,10,12,49,IT,93550,1
33,2,18,39,IT,71593,0
43,3,18,56,IT,78808,0
39,9,18,58,HR,100635,1
57,28,14,45,HR,160853,1
59,37,16,59,Finance,196951,1
44,0,12,57,Sales,58943,0
36,7,16,35,HR,90483,1
53,7,16,57,HR,89411,1
32,8,14,44,HR,86297,1
54,16,14,59,Sales,117349,1
27,2,14,54,Finance,68797,0
31,0,16,45,Sales,61060,0
51,14,18,41,IT,121261,1
49,12,16,59,Finance,111351,1
33,4,14,51,IT,72803,0
51,2,16,46,HR,76619,0
22,1,14,60,Sales,68362,0
59,1,14,59,IT,70851,0
35,2,12,38,Finance,59574,0
31,8,18,46,IT,96327,1
54,15,14,58,IT,118323,1
59,20,12,37,HR,126602,1
24,3,18,52,IT,84823,1
31,0,14,46,IT,65625,0
49,19,18,58,HR,141002,1
22,1,18,58,Finance,79888,0
36,0,16,53,HR,68052,0
59,20,12,47,IT,123600,1
33,11,18,50,Sales,106063,1
57,35,16,42,HR,186175,1
37,6,18,40,HR,85174,1
41,6,16,44,IT,90990,1
39,7,14,59,Sales,92886,1
27,5,14,44,Finance,75858,0
58,25,16,40,Sales,148484,1
28,7,14,42,HR,87399,1
33,7,14,52,Sales,83619,1
57,11,14,51,Finance,98128,1
22,0,18,60,Sales,76196,0
31,7,16,44,Sales,91693,1
44,21,12,36,Sales,132424,1
26,0,12,46,HR,60318,0
46,2,16,54,IT,79933,0
27,5,18,44,IT,89359,1
59,20,14,43,Sales,126307,1
39,15,14,50,HR,112031,1
26,3,18,41,HR,74423,0
49,19,12,43,HR,121166,1
59,15,16,59,IT,121847,1
22,1,16,59,HR,71027,0
39,10,18,58,Sales,107815,1
24,1,14,40,IT,59166,0
26,4,14,44,HR,79019,0
57,4,14,41,Sales,72576,0
48,10,16,52,IT,107576,1
50,28,12,45,HR,156105,1
27,4,16,35,Finance,72633,0
29,5,18,55,Sales,86509,1
45,15,16,58,Finance,118758,1
53,14,18,53,IT,125707,1
21,0,16,57,HR,70319,0
26,2,12,39,Sales,62405,0
38,1,18,60,Sales,78117,0
30,1,14,58,Sales,68474,0
48,11,14,40,Finance,101056,1
31,2,16,56,HR,75483,0
53,13,16,41,HR,107211,1
21,0,12,57,HR,56408,0
33,7,12,38,Finance,82130,1
57,27,14,60,IT,159862,1
40,15,16,50,Finance,120676,1
21,0,18,44,IT,66032,0
23,0,12,60,Finance,63183,0
38,9,18,49,HR,104079,1
34,0,18,47,HR,71510,0
51,12,12,42,HR,95600,1
47,15,16,56,Finance,125158,1
37,8,18,47,Sales,94784,1
49,23,16,58,Finance,150517,1
56,35,18,41,IT,192582,1
57,28,16,51,Finance,163376,1
46,25,16,38,IT,151016,1
37,15,16,41,Finance,120437,1
42,10,16,50,Sales,101383,1
45,6,12,59,Sales,85724,1
22,0,18,36,HR,71073,0
42,21,16,55,Sales,142786,1
25,4,14,59,Finance,78451,0
24,3,18,59,Sales,86985,1
56,13,18,56,HR,119395,1
26,1,16,57,Finance,75631,0
41,9,18,59,IT,101745,1
33,9,14,48,Finance,93731,1
57,33,14,48,HR,181205,1
45,22,14,60,Sales,146963,1
46,8,18,42,Sales,97115,1
59,36,18,60,Finance,196012,1
40,7,16,40,IT,90896,1
53,13,18,56,IT,121254,1
34,6,18,41,IT,93744,1
56,6,16,41,IT,87834,1
37,8,14,36,Finance,86003,1
41,2,16,59,Sales,76077,0
36,13,12,38,IT,98568,1
36,0,18,47,Finance,71633,0
40,17,18,44,Finance,133319,1
49,11,12,43,Finance,93641,1
48,21,12,49,IT,128077,1
28,5,12,46,IT,71498,0
44,12,16,44,Finance,102653,1
23,1,14,53,Finance,67004,0
45,8,16,55,Finance,100955,1
39,18,12,39,Sales,115843,1
53,25,16,41,Sales,153145,1
22,1,18,54,HR,77904,0
35,10,16,45,HR,98558,1
42,16,12,50,IT,112856,1
30,1,18,47,Sales,77703,0
38,6,14,38,HR,85059,1
42,17,16,50,Finance,121940,1
47,12,16,47,Finance,104095,1
33,4,12,35,IT,65611,0
53,22,14,56,IT,140900,1
25,1,18,38,HR,72115,0
46,23,12,49,Finance,137668,1
33,7,12,60,IT,87973,1
47,15,16,60,IT,122766,1
34,7,14,55,Sales,90492,1
44,14,12,59,HR,110160,1
23,0,16,50,IT,70714,0
50,0,18,38,HR,71297,0
55,27,12,51,Finance,150559,1
34,0,18,45,HR,64749,0
32,9,18,59,IT,105196,1
48,1,16,39,Sales,66544,0
49,26,14,60,HR,161566,1
37,5,18,47,HR,89191,1
60,4,12,46,Finance,74508,0
41,4,14,57,Sales,80582,1
43,14,14,37,HR,112395,1
40,14,16,38,Sales,113638,1
31,3,12,44,IT,71150,0
54,4,12,43,Sales,75239,0
30,0,16,44,IT,67296,0
30,5,16,47,Finance,79504,0
26,1,14,35,Finance,62042,0
56,14,18,46,Finance,121695,1
44,22,18,45,IT,148956,1
32,5,18,55,HR,87139,1
43,8,18,42,IT,96743,1
47,14,12,60,Sales,109178,1
57,29,12,57,Sales,161747,1
26,2,16,48,IT,72789,0
21,0,16,48,Finance,63747,0
26,5,18,54,Finance,90201,1
42,14,16,57,Sales,114691,1
44,19,12,51,Sales,123041,1
45,12,18,56,HR,113428,1
35,8,18,59,HR,105746,1
46,0,12,53,HR,55650,0
28,2,14,54,Sales,74111,0
44,5,18,58,HR,94330,1
58,7,16,55,Sales,94535,1
26,2,14,55,Sales,69195,0
